Nama,Kategori,Jumlah Porsi,Takaran Porsi,Kalori (kal),Lemak (g),Lemak Jenuh (g),Lemak Tak Jenuh Ganda (g),Lemak Tak Jenuh Tunggal (g),Kolestrol (g),Protein (g),Karbohidrat (g),Serat (g),Gula (g),Sodium (g),Kalium (g)
Kentang Tumbuk (Ditambahkan Susu ),Sayur,1.0,gram (g),0.12310030395136778,0.008679479231246125,0.00442168548358908,0.0045193097781429745,0.006874215083614251,0.005,0.053706293706293706,0.2128460417678485,0.01807228915662651,0.023230769230769232,0.160042395336513,0.17087155963302753
Kentang Tumbuk (Ditambahkan Susu dan Mentega ),Sayur,1.0,gram (g),0.16869300911854104,0.0652510849349039,0.036317242825684215,0.012243221035332786,0.010575715513252695,0.0021275,0.05230769230769231,0.20361826129188926,0.13253012048192772,0.023076923076923078,0.0007578166401695813,0.18176605504587157
Mentimun (dengan Kulit),Sayur,1.0,gram (g),0.019756838905775075,0.0015499070055796655,0.000594218602537663,0.004354971240755957,0.00019829466587348803,0.0,0.01818181818181818,0.044074793589120934,0.006024096385542169,0.02569230769230769,0.0010598834128245894,0.08428899082568808
Mentimun (Kupas),Sayur,1.0,gram (g),0.01519756838905775,0.002324860508369498,0.00022720123038204757,0.00024650780608052587,0.0001321964439156587,0.0,0.0165034965034965,0.02622632345798932,0.008433734939759036,0.02123076923076923,0.0010598834128245894,0.0779816513761468
Kubis,Sayur,1.0,gram (g),0.03343465045592705,0.001704897706137632,0.0002796322835471355,0.0049301561216105174,0.000594883997620464,0.0,0.04027972027972028,0.06775133559980573,0.027710843373493974,0.05507692307692308,0.009538950715421305,0.14105504587155965
Kubis Merah,Sayur,1.0,gram (g),0.044072948328267476,0.002324860508369498,0.000594218602537663,0.010271158586688579,0.0012558662171987575,0.0,0.04,0.0894851869839728,0.025301204819277112,0.06015384615384616,0.014308426073131956,0.1393348623853211
Kubis Hijau,Sayur,1.0,gram (g),0.03343465045592705,0.001704897706137632,0.0002796322835471355,0.0049301561216105174,0.000594883997620464,0.0,0.04027972027972028,0.06775133559980573,0.027710843373493974,0.05507692307692308,0.009538950715421305,0.14105504587155965
Kubis Savoy,Sayur,0.0,"mangkok, parut",0.025835866261398176,0.0009299442033477994,0.0001572931594952637,0.0027937551355792936,0.0003304911097891467,0.0,0.03916083916083916,0.051845556095191835,0.026506024096385545,0.024461538461538465,0.010598834128245894,0.09231651376146789
Kubis Cina,Sayur,1.0,gram (g),0.016717325227963525,0.0029448233106013646,0.00045440246076409514,0.007888249794576828,0.00099147332936744,0.0,0.04195804195804196,0.026469159786304035,0.012048192771084338,0.018153846153846152,0.034446210916799155,0.14449541284403672
Labu,Sayur,1.0,gram (g),0.0364741641337386,0.001394916305021699,0.0009088049215281903,0.0004108463434675432,0.0008592768854517814,0.0,0.027972027972027972,0.07892180670228266,0.006024096385542169,0.020923076923076926,0.0005299417064122947,0.19495412844036697
"Labu (tanpa Garam, Kaleng)",Sayur,0.0,mangkok,0.12310030395136778,0.010539367637941725,0.006256772344367156,0.0030402629416598193,0.00601493819816247,0.0,0.07552447552447553,0.24065080135988345,0.0855421686746988,0.12430769230769231,0.006359300476947536,0.28956422018348627
Labu Dimasak,Sayur,1.0,gram (g),0.0668693009118541,0.02696838189708618,0.007340347443112306,0.036811832374691864,0.04851609491704673,0.0,0.030209790209790213,0.09640602234094221,0.033734939759036145,0.049538461538461545,0.08797032326444092,0.1158256880733945
Lobak,Sayur,1.0,gram (g),0.03951367781155015,0.001394916305021699,0.00019224719493865562,0.004354971240755957,0.00039658933174697606,0.0,0.025174825174825177,0.07807187955318115,0.02168674698795181,0.05846153846153846,0.03550609432962375,0.10951834862385322
Lobak Dimasak,Sayur,1.0,gram (g),0.060790273556231,0.036577805331680105,0.007654933762102834,0.05850451930977814,0.07178266904620267,0.0,0.0193006993006993,0.05998057309373483,0.02289156626506024,0.04430769230769231,0.1404345521992581,0.09805045871559634
Paprika Hijau,Sayur,1.0,gram (g),0.02735562310030395,0.0024798512089274647,0.0010136670278583662,0.005094494658997535,0.0005287857756626347,0.0,0.024055944055944054,0.056338028169014086,0.020481927710843374,0.036923076923076927,0.001589825119236884,0.10034403669724772
Paprika Jalapeno,Sayur,0.0,lada/merica,0.00303951367781155,0.0012399256044637323,0.0001572931594952637,0.0036976170912078883,0.0003304911097891467,0.0,0.005314685314685315,0.01007770762506071,0.004819277108433735,0.0073846153846153844,0.0,0.017201834862385322
Paprika Hijau Pedas,Sayur,1.0,gram (g),0.057750759878419454,0.0029448233106013646,0.0003670173721556153,0.00895645028759244,0.0007270804415361227,0.0,0.055944055944055944,0.11486158329286063,0.01807228915662651,0.07846153846153846,0.0037095919448860626,0.19495412844036697
"Sayuran Campur (Kering Padatan, Kaleng)",Sayur,0.0,mangkok,0.11854103343465046,0.006199628022318661,0.0014505924709007653,0.015940838126540676,0.0017185537709035628,0.0,0.11804195804195804,0.18322000971345315,0.05903614457831326,0.06138461538461539,0.12877583465818762,0.2717889908256881
"Sayuran Campur Matang (Jagung, Kacang Lima, Kacang Polong, Kacang Hijau dan Wortel)",Sayur,1.0,gram (g),0.12006079027355623,0.03270303781773094,0.0069908070886783875,0.053245686113393594,0.062198426862317406,0.0,0.07776223776223776,0.15468674113647402,0.051807228915662654,0.04707692307692308,0.13195548489666137,0.09403669724770643
"Sayuran Campur (Jagung, Kacang Lima, Kacang Polong, Kacang Hijau, Wortel) (tanpa Tambahan Garam, Kaleng)",Sayur,0.0,mangkok,0.09878419452887538,0.005424674519528829,0.0012408682582404137,0.014626129827444535,0.0026439288783131737,0.0,0.07132867132867132,0.16148615832928606,0.06746987951807229,0.06861538461538462,0.02490726020137785,0.14392201834862386
Selada,Sayur,1.0,gram (g),0.0182370820668693,0.002014879107253565,0.0003145863189905274,0.006080525883319639,0.00039658933174697606,0.0,0.025174825174825177,0.036061194754735314,0.014457831325301205,0.02707692307692308,0.005299417064122947,0.08084862385321101
Selada Daun Hijau,Sayur,1.0,gram (g),0.019756838905775075,0.0021698698078115317,0.00034954035443391935,0.006737880032867708,0.00039658933174697606,0.0,0.03804195804195804,0.033875667799902864,0.01566265060240964,0.012,0.01483836777954425,0.11123853211009174
Salad Sayuran Hijau Campur,Sayur,0.0,"mangkok, parut atau cincang",0.010638297872340425,0.0018598884066955987,0.0003670173721556153,0.0051766639276910435,0.0002643928878313174,0.0,0.023496503496503496,0.021369596891694997,0.013253012048192772,0.0073846153846153844,0.008479067302596715,0.09174311926605505
Selada Arugula,Sayur,1.0,gram (g),0.034954407294832825,0.010074395536267825,0.001503023524065853,0.026211996713229255,0.003238812875933638,0.0,0.07216783216783217,0.044317629917435646,0.01927710843373494,0.031538461538461536,0.014308426073131956,0.21158256880733947
Selada Gunung Es (Termasuk Jenis Crisphead),Sayur,1.0,gram (g),0.0182370820668693,0.002014879107253565,0.0003145863189905274,0.006080525883319639,0.00039658933174697606,0.0,0.025174825174825177,0.036061194754735314,0.014457831325301205,0.02707692307692308,0.005299417064122947,0.08084862385321101
Seledri,Sayur,1.0,gram (g),0.0182370820668693,0.0024798512089274647,0.0007515117620329265,0.006655710764174199,0.002115143102650539,0.0,0.0193006993006993,0.036061194754735314,0.01927710843373494,0.028153846153846158,0.04239533651298358,0.14908256880733944
Seledri Dimasak,Sayur,1.0,gram (g),0.05623100303951368,0.039212647241165535,0.00849383061274424,0.06327033689400165,0.07621124991737724,0.0,0.02265734265734266,0.047717338513841676,0.01807228915662651,0.03523076923076923,0.16269210386857447,0.15768348623853212
Terung,Sayur,1.0,gram (g),0.03343465045592705,0.0027898326100433976,0.000594218602537663,0.006244864420706655,0.0010575715513252695,0.0,0.02825174825174825,0.06920835356969403,0.04096385542168675,0.036153846153846154,0.0010598834128245894,0.13188073394495414
Terung Dimasak,Sayur,1.0,gram (g),0.09574468085106383,0.05951642901425915,0.012635883812786184,0.09474116680361545,0.11468041509683391,0.0,0.0220979020979021,0.10089849441476446,0.02891566265060241,0.046461538461538464,0.2586115527291998,0.06708715596330275
Terong Goreng,Sayur,1.0,gram (g),0.22188449848024316,0.16646001239925606,0.03701632353455206,0.2847165160230074,0.3020027761253223,0.04,0.06713286713286713,0.1406022340942205,0.03734939759036145,0.037076923076923084,0.03285638579756227,0.1272935779816514
Tomat,Sayur,1.0,gram (g),0.0243161094224924,0.0029448233106013646,0.0008039428151980145,0.011092851273623666,0.0033710093198492963,0.0,0.024615384615384615,0.047595920349684316,0.014457831325301205,0.040461538461538465,0.0026497085320614736,0.13589449541284404
Tomat Merah,Sayur,0.0,"utuh sedang (diameter 6,5 cm)",0.0303951367781155,0.003719776813391197,0.0009961900101366702,0.013640098603122434,0.004164187983343249,0.0,0.030209790209790213,0.058523555123846535,0.01807228915662651,0.049692307692307695,0.003179650238473768,0.16743119266055045
Tomat Merah (Kaleng),Sayur,0.0,mangkok,0.05927051671732523,0.004649721016738996,0.0007515117620329265,0.010682004930156122,0.0033049110978914673,0.0,0.053706293706293706,0.11389023797960177,0.026506024096385545,0.09446153846153846,0.16269210386857447,0.2586009174311927
Tomat Ceri,Sayur,1.0,gram (g),0.0243161094224924,0.0029448233106013646,0.0008039428151980145,0.011092851273623666,0.0033710093198492963,0.0,0.024615384615384615,0.047595920349684316,0.014457831325301205,0.040461538461538465,0.0026497085320614736,0.13589449541284404
Ubi Jalar (Manis),Sayur,1.0,gram (g),0.1276595744680851,0.0006199628022318662,0.0003145863189905274,0.0011503697617091207,6.609822195782934e-05,0.0,0.04391608391608392,0.2442933462846042,0.03614457831325302,0.0643076923076923,0.029146793852676208,0.19323394495412846
"Ubi Jalar (tanpa Kulit, Dimasak, Direbus)",Sayur,1.0,gram (g),0.11246200607902736,0.002014879107253565,0.0006990807088678387,0.006573541495480691,0.0,0.0,0.03832167832167833,0.21515298688683826,0.030120481927710843,0.08830769230769231,0.014308426073131956,0.13188073394495414
"Ubi Jalar (tanpa Garam, Dipanggang dengan Kulitnya, Dimasak)",Sayur,1.0,gram (g),0.1337386018237082,0.0021698698078115317,0.0009088049215281903,0.007888249794576828,0.0001321964439156587,0.0,0.056223776223776216,0.25145701796988834,0.03975903614457831,0.12984615384615383,0.01907790143084261,0.2723623853211009
"Ubi Jalar/Manis (Tumbuk, Kaleng)",Sayur,1.0,gram (g),0.15045592705167174,0.0029448233106013646,0.0007165577265895347,0.006902218570254725,0.0005287857756626347,0.0,0.055384615384615386,0.2815687226809131,0.020481927710843374,0.08384615384615385,0.0397456279809221,0.12041284403669725
Ubi Rambat,Sayur,1.0,gram (g),0.1762917933130699,0.0024798512089274647,0.0006466496557027508,0.006244864420706655,0.00039658933174697606,0.0,0.042797202797202796,0.3385138416707139,0.04939759036144578,0.007692307692307693,0.004769475357710652,0.46788990825688076
"Ubi Jalar (dengan Garam, Dikeringkan, Dimasak, Direbus)",Sayur,1.0,gram (g),0.17325227963525835,0.002014879107253565,0.0005068335139291831,0.0049301561216105174,0.0003304911097891467,0.0,0.04167832167832168,0.3348712967459932,0.046987951807228916,0.007538461538461539,0.1293057763645999,0.3841743119266055
"Ubi Rambat (tanpa Garam, Dikeringkan, Dimasak, Direbus, Dipanggang)",Sayur,1.0,gram (g),0.17325227963525835,0.002014879107253565,0.0005068335139291831,0.0049301561216105174,0.0003304911097891467,0.0,0.04167832167832168,0.3348712967459932,0.046987951807228916,0.007538461538461539,0.0042395336512983575,0.3841743119266055
Wortel,Sayur,1.0,gram (g),0.05927051671732523,0.0035647861128332305,0.0006466496557027508,0.0,0.0077334919690660335,3.5000000000000004e-05,0.026013986013986017,0.11631860126274891,0.0,0.043076923076923075,0.0024059353471118177,0.03956422018348624
Wortel Bayi,Sayur,0.0,sedang,0.00303951367781155,0.0,3.495403544339194e-05,0.0004930156121610517,6.609822195782934e-05,0.0,0.0016783216783216783,0.00995628946090335,0.0024096385542168677,0.0073846153846153844,0.0042395336512983575,0.013761467889908258
Wortel Dimasak,Sayur,1.0,gram (g),0.0790273556231003,0.038282703037817736,0.008179244293753713,0.06392769104354971,0.07231145482186531,0.0,0.020699300699300698,0.097013113161729,0.03493975903614458,0.05123076923076923,0.16216216216216217,0.1301605504587156
"Wortel (Padat dan Cair, Kaleng)",Sayur,0.010101010101010102,"mangkok, irisan",0.03951367781155015,0.0024798512089274647,0.000541787549372575,0.006573541495480691,0.0004626875537048054,0.0,0.019860139860139858,0.0802574065080136,0.026506024096385545,0.046615384615384614,0.15633280339162692,0.12213302752293578
Zaitun,Sayur,1.0,gram (g),0.17477203647416414,0.17451952882827032,0.02609318745849208,0.0790468364831553,0.5502015995769715,0.0,0.025734265734265734,0.0655658086449733,0.03734939759036145,0.0024615384615384616,0.5739268680445151,0.010321100917431193
Zaitun Hitam,Sayur,1.0,gram (g),0.15653495440729484,0.1477061376317421,0.022073473382502005,0.06688578471651602,0.4655297772489921,0.0,0.024615384615384615,0.07357940747935891,0.03614457831325302,0.0,0.46634870164281933,0.0045871559633027525
Zaitun Hijau,Sayur,0.0,10 porsi kecil,0.060790273556231,0.06866088034717918,0.010276486420357228,0.03114215283483977,0.21686826624363809,0.0,0.008391608391608392,0.013477416221466733,0.012048192771084338,0.0024615384615384616,0.2390037095919449,0.006880733944954129
Zaitun Hijau Isi,Sayur,0.0,10 porsi kecil,0.06382978723404255,0.06943583384996901,0.0103988255444091,0.03204601479046837,0.21871901645845732,0.0,0.00979020979020979,0.01663428848955804,0.013253012048192772,0.004615384615384616,0.24165341812400637,0.011467889908256881
"Zaitun Hijau (Acar, Kaleng atau Botol)",Sayur,1.0,gram (g),0.21732522796352582,0.23729076255424678,0.03546086895732112,0.10739523418241577,0.7478352832308812,0.0,0.028811188811188812,0.04662457503642545,0.03975903614457831,0.00830769230769231,0.8245892951775305,0.02408256880733945
Dendeng Sapi,Snack (Makanan Ringan),0.0,"buah, besar",0.12158054711246201,0.0792002479851209,0.03792512845608025,0.016598192276088743,0.14944807984665215,0.025,0.1857342657342657,0.02671199611461875,0.004819277108433735,0.027692307692307693,0.23476417594064655,0.06823394495412845
Keripik Kentang,Snack (Makanan Ringan),1.0,gram (g),0.8282674772036475,0.5805951642901426,0.19154811422978782,1.0,0.6504065040650407,0.0,0.18349650349650348,0.6039339485186984,0.05301204819277109,0.06338461538461539,0.2782193958664547,0.94151376146789
Keripik Jagung Tawar,Snack (Makanan Ringan),1.0,gram (g),0.78419452887538,0.440173589584625,0.06312698801076584,0.05209531635168447,0.926036089629189,0.0197825,0.16867132867132867,0.7650558523555124,0.0,0.08153846153846155,0.0006147323794382618,0.3532110091743119
Keripik Jagung Tortilla,Snack (Makanan Ringan),1.0,gram (g),0.7386018237082067,0.36190328580285186,0.04295850955992869,0.8180772391125719,0.6292550730385353,0.0,0.2179020979020979,0.793103448275862,0.06385542168674699,0.015384615384615385,0.22310545839957607,0.12327981651376148
Keripik Kentang (Asin),Snack (Makanan Ringan),1.0,gram (g),0.8282674772036475,0.5805951642901426,0.19154811422978782,1.0,0.6504065040650407,0.0,0.18349650349650348,0.6039339485186984,0.05301204819277109,0.06338461538461539,0.2782193958664547,0.94151376146789
Keripik Kentang Bebas Lemak,Snack (Makanan Ringan),0.0,mangkok,0.11246200607902736,0.001704897706137632,0.000524310531650879,0.00419063270336894,0.00019829466587348803,0.0,0.053986013986013985,0.20337542496357455,0.01807228915662651,0.011384615384615385,0.06836248012718601,0.18692660550458717
Keripik Kentang dengan Lemak yang Dikurangi,Snack (Makanan Ringan),1.0,gram (g),0.7127659574468085,0.32222566646001244,0.07270439372225523,0.8989317995069843,0.31727146539758083,0.0,0.19860139860139858,0.8122875182127247,0.07108433734939759,0.003384615384615385,0.26073131955484896,1.0
Kerupuk / Biskuit,Snack (Makanan Ringan),0.0,"kerupuk, segi empat",0.02735562310030395,0.015499070055796656,0.0026390296759760913,0.031388660640920295,0.0281578425540353,0.0,0.008391608391608392,0.02962603205439534,0.0012048192771084338,0.001076923076923077,0.018018018018018018,0.0028669724770642203
Kerupuk Asin,Snack (Makanan Ringan),0.0,kerupuk,0.016717325227963525,0.005114693118412896,0.0008738508860847984,0.0030402629416598193,0.013880626611144161,0.0,0.007832167832167832,0.02586206896551724,0.0012048192771084338,0.00015384615384615385,0.01695813460519343,0.0028669724770642203
Kerupuk Gandum,Snack (Makanan Ringan),0.0,kerupuk,0.010638297872340425,0.006199628022318661,0.0018176098430563805,0.004601479046836483,0.01513649282834292,0.0,0.004755244755244755,0.015784361340456535,0.0012048192771084338,0.004,0.008479067302596715,0.0022935779816513763
Biskuit Keju,Snack (Makanan Ringan),0.0,"kerupuk 2,5 cm persegi",0.004559270516717326,0.003719776813391197,0.001642839665839421,0.002054231717337716,0.00799788485689735,0.0,0.002797202797202797,0.007042253521126761,0.0,0.0,0.005299417064122947,0.0005733944954128441
Kue Beras Merah,Snack (Makanan Ringan),0.0,kue,0.05015197568389058,0.003719776813391197,0.0008913279038064943,0.007313064913722267,0.006147134642078129,0.0,0.020699300699300698,0.08912093249150073,0.004819277108433735,0.0012307692307692308,0.015368309485956546,0.014908256880733946
Permen Karet (tanpa Gula),Snack (Makanan Ringan),0.0,buah,0.004559270516717326,0.0,1.747701772169597e-05,0.0004108463434675432,0.0001321964439156587,0.0,0.0,0.02306945118989801,0.0,0.0,0.0,0.0
Permen Karet (Manis),Snack (Makanan Ringan),0.0,buah,0.0121580547112462,0.0,3.495403544339194e-05,0.0004108463434675432,0.00019829466587348803,0.0,0.0,0.0320543953375425,0.0012048192771084338,0.04061538461538462,0.0,0.0
Permen Karet,Snack (Makanan Ringan),0.0,batang,0.007598784194528875,0.0,1.747701772169597e-05,0.00032867707477403455,0.0001321964439156587,0.0,0.0,0.024040796503156873,0.0012048192771084338,0.030461538461538464,0.0,0.0
Popcorn,Snack (Makanan Ringan),1.0,gram (g),0.5851063829787234,0.07021078735275885,0.011132860288720332,0.190468364831553,0.06279331085993788,0.0,0.36195804195804193,0.9443904808159301,0.1746987951807229,0.013384615384615385,0.0042395336512983575,0.1886467889908257
Selai Kacang dan Sandwich Jeli,Snack (Makanan Ringan),0.0,sandwich,0.4939209726443769,0.22039677619342843,0.05122513894229088,0.34149548069022184,0.411725824575319,0.0,0.28867132867132866,0.5127489072365226,0.03493975903614458,0.1863076923076923,0.25596184419713836,0.1272935779816514
Sandwich Daging Sapi Panggang,Snack (Makanan Ringan),0.0,sandwich,0.5151975683890577,0.2089274643521389,0.08874829599077214,0.08693508627773214,0.3532949963645978,0.1675,0.7510489510489511,0.31593006313744537,0.014457831325301205,0.03415384615384616,0.3190249072602014,0.20986238532110094
Sandwich Keju,Snack (Makanan Ringan),0.0,sandwich,0.39361702127659576,0.19621822690638563,0.09399140130728091,0.17329498767460969,0.27833961266441937,0.055,0.2545454545454545,0.33511413307430793,0.014457831325301205,0.06076923076923078,0.3889772125066243,0.0728211009174312
Sushi,Snack (Makanan Ringan),0.0,buah,0.05319148936170213,0.0015499070055796655,0.00040197140759900727,0.002711585866885785,0.0021812413246083684,0.0025,0.03132867132867133,0.09434191355026712,0.0024096385542168677,0.025076923076923077,0.08214096449390568,0.0194954128440367
Sushi dengan Sayuran dan Seafood,Snack (Makanan Ringan),0.0,buah,0.05167173252279635,0.0015499070055796655,0.00045440246076409514,0.0026294165981922764,0.0015202591050300748,0.005,0.03916083916083916,0.08681398737251093,0.0036144578313253013,0.022615384615384617,0.0296767355590885,0.0194954128440367
Sushi dengan Sayuran,Snack (Makanan Ringan),0.0,buah,0.0547112462006079,0.0009299442033477994,0.0003145863189905274,0.0018898931799506984,0.001123669773283099,0.0,0.022377622377622378,0.10004856726566295,0.0036144578313253013,0.026153846153846156,0.03285638579756227,0.014908256880733946
Sushi dengan Sayuran yang Digulung dengan Rumput Laut,Snack (Makanan Ringan),0.0,buah,0.044072948328267476,0.0007749535027898327,0.0002971093012688315,0.0014790468364831552,0.001189767995240928,0.0,0.015944055944055943,0.08147158814958717,0.0012048192771084338,0.017846153846153845,0.013248542660307366,0.009174311926605505
Sashimi Salmon,Snack (Makanan Ringan),0.0,buah,0.05927051671732523,0.02588344699318041,0.00623929532664546,0.04642563681183237,0.03998942428448675,0.0325,0.17146853146853147,0.0,0.0,0.0,0.006889242183359831,0.06880733944954129
