Nama,Kategori,Jumlah Porsi,Takaran Porsi,Kalori (kal),Lemak (g),Lemak Jenuh (g),Lemak Tak Jenuh Ganda (g),Lemak Tak Jenuh Tunggal (g),Kolestrol (g),Protein (g),Karbohidrat (g),Serat (g),Gula (g),Sodium (g),Kalium (g)
Mie,Karbohidrat,1.0,gram (g),0.20516717325227962,0.031773093614383144,0.007287916389947218,0.045110928512736244,0.038204772291625354,0.0725,0.12615384615384614,0.3036668285575522,0.014457831325301205,0.006153846153846155,0.12506624271330155,0.021788990825688075
"Mie Telur (Ditambah, Masak)",Karbohidrat,1.0,gram (g),0.2066869300911854,0.0319280843149411,0.00732287042539061,0.0017255546425636813,0.0364862185207218,0.0014525,0.126993006993007,0.3054881010199126,0.3493975903614458,0.018461538461538463,0.0002119766825649179,0.0028669724770642203
Mie Gandum,Karbohidrat,1.0,gram (g),0.17933130699088146,0.021078735275883453,0.005994617078541717,0.029580936729663106,0.02399365457069205,0.08,0.1485314685314685,0.2852112676056338,0.046987951807228916,0.002923076923076923,0.08373078961314256,0.08027522935779817
Mie Cina Chow Mein,Karbohidrat,0.0,mangkok,0.35714285714285715,0.21435213887166774,0.03448215596490615,0.6408381265406738,0.22869984797408952,0.0,0.10545454545454545,0.31435162700339975,0.02168674698795181,0.0018461538461538461,0.10492845786963435,0.03096330275229358
Nasi Putih Instan,Karbohidrat,0.0,"mangkok,masak",0.2872340425531915,0.012709237445753255,0.0004893564962074871,0.0023007395234182415,0.00799788485689735,0.0,0.09958041958041958,0.498300145701797,0.012048192771084338,0.0,0.3084260731319555,0.008600917431192661
Nasi Putih,Karbohidrat,1.0,gram (g),0.19300911854103342,0.004184748915065097,0.0013282533468488935,0.006162695152013147,0.005750545310331152,0.0,0.07440559440559441,0.33875667799902864,0.004819277108433735,0.0007692307692307693,0.19342872284048757,0.020068807339449542
Nasi Merah,Karbohidrat,1.0,gram (g),0.1641337386018237,0.013639181649101056,0.003128386172183578,0.02637633525061627,0.02148192213629454,0.0,0.07160839160839161,0.27659057795046144,0.02168674698795181,0.005384615384615384,0.1595124536301007,0.024655963302752295
Nasi Goreng,Karbohidrat,1.0,gram (g),0.25227963525835867,0.0964042157470552,0.019871369149568316,0.2217748562037798,0.12604930927358055,0.13,0.17622377622377622,0.2557066537153958,0.008433734939759036,0.011692307692307693,0.2199258081611023,0.058486238532110095
Nasi Goreng tanpa Daging,Karbohidrat,1.0,gram (g),0.22644376899696048,0.08477991320520771,0.016183718410290468,0.20698438783894824,0.10674862846189438,0.11,0.11832167832167834,0.2546138902379796,0.012048192771084338,0.017230769230769234,0.22522522522522523,0.053325688073394495
Nasi Merah Instan,Karbohidrat,0.0,"mangkok,masak",0.35106382978723405,0.029138251704897707,0.006641266734244468,0.05595727198027938,0.04554167492894441,0.0,0.15188811188811188,0.5863283147158815,0.04578313253012048,0.011384615384615385,0.33810280869104403,0.052178899082568814
"Nasi Merah (Butir-Panjang, Dimasak)",Karbohidrat,1.0,gram (g),0.1656534954407295,0.013794172349659023,0.0031458631899052743,0.02654067378800329,0.021614118580210197,0.0,0.07216783216783217,0.27877610490529386,0.02168674698795181,0.005384615384615384,0.0026497085320614736,0.024655963302752295
"Nasi Putih (Butir-Panjang, Dimasak)",Karbohidrat,1.0,gram (g),0.1945288753799392,0.004184748915065097,0.0013457303645705895,0.006244864420706655,0.005816643532288982,0.0,0.07524475524475524,0.34203496843127734,0.004819277108433735,0.0007692307692307693,0.0005299417064122947,0.020068807339449542
Spageti,Karbohidrat,1.0,gram (g),0.23556231003039513,0.014104153750774956,0.003058478101296794,0.026047658175842234,0.008592768854517815,0.0,0.16111888111888112,0.37251092763477417,0.02168674698795181,0.008615384615384617,0.12294647588765237,0.025802752293577983
Pasta dengan Saus Daging,Karbohidrat,0.0,mangkok,0.4969604863221885,0.20226286422814635,0.0758502569121605,0.11002465078060805,0.3726617753982418,0.1275,0.5655944055944055,0.404686741136474,0.04578313253012048,0.13030769230769232,1.0,0.4650229357798165
Pasta tanpa Daging dengan Saus Tomat,Karbohidrat,0.0,mangkok,0.31003039513677816,0.017978921264724116,0.003862420916494809,0.034839769926047655,0.011302795954788818,0.0,0.21146853146853145,0.5046138902379796,0.042168674698795185,0.09769230769230769,0.2183359830418654,0.20355504587155965
Spageti Gandum,Karbohidrat,1.0,gram (g),0.1838905775075988,0.008214507129572227,0.001712747736726205,0.017419884963023827,0.0049573666468372005,0.0,0.14825174825174825,0.32030111704711023,0.05421686746987952,0.01230769230769231,0.12400635930047696,0.02522935779816514
Kaldu Sapi,Sup,0.0,gelas (240 ml),0.007598784194528875,0.0027898326100433976,0.001677793701282813,0.0,0.004759071980963712,0.0,0.023496503496503496,0.009713453132588637,0.0,0.009692307692307693,0.613142554319025,0.010894495412844037
Kaldu Jamur,Sup,1.0,gram (g),0.007598784194528875,0.0,0.0,0.0,0.0,0.0,0.024335664335664337,0.01007770762506071,0.0,0.006923076923076923,0.7021727609962904,0.013188073394495414
Sayuran Rebus (tanpa Daging),Sup,1.0,gram (g),0.08206686930091185,0.014879107253564788,0.007742318850711314,0.006655710764174199,0.02392755634873422,0.0025,0.07412587412587412,0.11813987372510928,0.020481927710843374,0.02969230769230769,0.1197668256491786,0.1261467889908257
Daging Sapi Rebus dengan Kentang dan Sayuran dalam Saus Tomat,Sup,0.0,mangkok,0.3115501519756839,0.08896466212027279,0.026250480617987345,0.11865242399342646,0.14158239143367043,0.0825,0.46517482517482517,0.26590577950461386,0.03614457831325302,0.04261538461538462,0.2898781134075252,0.36123853211009177
Sup Tomat,Sup,0.0,mangkok,0.1519756838905775,0.045257284562926235,0.017267293509035615,0.08118323746918653,0.04805340736334193,0.0125,0.0853146853146853,0.2177027683341428,0.012048192771084338,0.16215384615384615,0.37360890302066774,0.17603211009174313
"Sayur Sup (Kalengan, Terkondensasi)",Sup,0.0,mangkok,0.21732522796352582,0.06013639181649102,0.010311440455800621,0.11922760887428102,0.1105823253354485,0.0,0.11832167832167834,0.2921321029626032,0.014457831325301205,0.11846153846153847,0.8759936406995231,0.24139908256880735
Sup Mie Ayam,Sup,0.0,mangkok,0.09574468085106383,0.03688778673279604,0.011499877660875948,0.05447822514379622,0.06927093661180515,0.035,0.08895104895104895,0.08984944147644489,0.0,0.016307692307692308,0.4599894011658718,0.030389908256880736
Sup Miso,Sup,0.0,mangkok,0.12462006079027355,0.05192188468691879,0.010870705022894892,0.11454396055875102,0.07171657082424483,0.0,0.16839160839160838,0.09446333171442449,0.02289156626506024,0.039846153846153844,0.5288818229994701,0.21043577981651376
Sup Ayam,Sup,0.0,mangkok,0.11094224924012158,0.0379727216367018,0.011377538536824076,0.04552177485620378,0.07330292815123274,0.0175,0.11328671328671328,0.11352598348712968,0.008433734939759036,0.004153846153846155,0.5861155272919979,0.03153669724770643
Sup Nasi Ayam,Sup,0.0,mangkok,0.08814589665653495,0.029293242405455673,0.007917089027928273,0.0342645850451931,0.05988498909379339,0.0175,0.09902097902097902,0.08693540553666829,0.008433734939759036,0.002923076923076923,0.43296237413884475,0.05791284403669725
Sup Ayam Kental (Kalengan),Sup,0.0,mangkok,0.25531914893617025,0.09810911345319281,0.033136425600335556,0.10846343467543139,0.1871901645845727,0.0725,0.3395804195804196,0.20046138902379798,0.016867469879518072,0.03215384615384615,0.45045045045045046,0.0963302752293578
"Sup Ayam (dan) Sayur (dengan Volume Air yang Sama, Kalengan)",Sup,0.0,gelas (240 ml),0.11094224924012158,0.04386236825790453,0.014750602957111397,0.04946589975349219,0.08440742944014806,0.025,0.10125874125874126,0.10417678484701312,0.012048192771084338,0.02,0.5007949125596185,0.08830275229357798
Sup Mie Daging Sapi,Sup,0.0,mangkok,0.12310030395136778,0.04742715437073776,0.019958754238176793,0.04026294165981923,0.08209399167162404,0.0125,0.1351048951048951,0.10903351141330744,0.008433734939759036,0.039846153846153844,0.5055643879173292,0.05733944954128441
Sup Mie Instan,Sup,0.0,mangkok,0.0668693009118541,0.012864228146311222,0.004578978643084344,0.014543960558751026,0.02128362747042105,0.0175,0.060419580419580426,0.08887809616318602,0.006024096385542169,0.006615384615384616,0.40169581346051936,0.034403669724770644
Daging Sapi Gaya Oriental dan Sup Beras ( Pho Bo Vietnam),Sup,0.0,mangkok,0.26443768996960487,0.05967141971481712,0.024520255863539443,0.01963845521774856,0.10469958358120168,0.0975,0.48531468531468536,0.2041039339485187,0.012048192771084338,0.016153846153846154,0.35453100158982515,0.17488532110091745
"Sup Tomat (Kalengan, Terkondensasi)",Sup,0.0,mangkok,0.22644376899696048,0.021698698078115315,0.012024188192526824,0.07362366474938373,0.05591909577632362,0.0,0.113006993006993,0.4086935405536668,0.03614457831325302,0.31323076923076926,0.7329093799682035,0.32970183486238536
Krim Sup Tomat (Disiapkan dengan Susu),Sup,0.0,mangkok,0.20364741641337386,0.04866707997520149,0.03198294243070362,0.04708299096138044,0.07112168682662438,0.025,0.1692307692307692,0.2746478873239437,0.01807228915662651,0.25369230769230766,0.3932167461579227,0.2689220183486239
Sup Tomat (Disiapkan dengan Air),Sup,0.0,mangkok,0.11246200607902736,0.010849349039057658,0.006012094096263412,0.036894001643385375,0.02789344966620398,0.0,0.05678321678321678,0.20446818844099077,0.01807228915662651,0.15646153846153846,0.3672496025437202,0.1651376146788991
Kuning Telur Matang,Telur,0.0,besar,0.08054711246200608,0.06943583384996901,0.02826033765598238,0.05850451930977814,0.13140326525216472,0.5225,0.07524475524475524,0.007406508013598835,0.0,0.0015384615384615387,0.018018018018018018,0.010894495412844037
Telur Orak-Arik,Telur,0.010101010101010102,telur,0.2993920972644377,0.23558586484810914,0.10108707050228947,0.15209531635168447,0.3659197567585432,1.0,0.36391608391608393,0.023797960174842158,0.0,0.022,0.11181770005299418,0.07912844036697247
"Telur Orak-Arik (Utuh, Dimasak)",Telur,0.0,besar,0.15045592705167174,0.11531308121512711,0.039218427767485756,0.10764174198849631,0.19221362945336773,0.5375,0.1890909090909091,0.016270033997085966,0.0,0.016307692307692308,0.0906200317965024,0.0481651376146789
Telur Dadar atau Telur Orak-Arik,Telur,0.0,besar,0.1458966565349544,0.11050836949783013,0.03645705896745779,0.10213640098603123,0.1895036023530967,0.5325,0.1904895104895105,0.013963088878096162,0.0,0.018,0.13089560148383678,0.052178899082568814
Telur Dadar atau Telur Orak-Arik dengan Keju,Telur,0.0,besar,0.20972644376899696,0.16057036577805334,0.07219756020832604,0.109531635168447,0.24793443056381786,0.5325,0.25594405594405595,0.02707625060709082,0.0,0.034,0.21780604133545312,0.07396788990825688
Telur Dadar atau Telur Orak-Arik dengan Jamur,Telur,0.0,besar,0.135258358662614,0.09810911345319281,0.03266454612184976,0.09071487263763353,0.16617093000198296,0.4625,0.1781818181818182,0.024890723652258376,0.004819277108433735,0.02461538461538462,0.15315315315315317,0.06135321100917432
Putih Telur,Telur,1.0,gram (g),0.07598784194528875,0.0024798512089274647,0.0,0.0,0.0,0.0,0.3048951048951049,0.008863525983487129,0.0,0.010923076923076923,0.08797032326444092,0.09346330275229359
Pengganti Telur (Cair),Telur,1.0,gram (g),0.12462006079027355,0.05114693118412896,0.011517354678597644,0.13171733771569433,0.05922400687421509,0.0025,0.3356643356643357,0.007770762506070909,0.0,0.009846153846153846,0.09379968203497616,0.18922018348623854
Putih Telur Matang,Telur,0.0,besar,0.022796352583586626,0.0007749535027898327,0.0,0.0,0.0,0.0,0.10013986013986015,0.0029140359397765905,0.0,0.003538461538461539,0.05617382087970323,0.030389908256880736
Telur,Telur,0.0,besar,0.1094224924012158,0.0768753874767514,0.02708937746862875,0.056039441248972886,0.1259171128296649,0.53,0.17594405594405593,0.004613890237979602,0.0,0.005846153846153846,0.03709591944886063,0.038417431192660556
Telur Rebus,Telur,0.0,besar,0.11398176291793313,0.08168009919404837,0.02843510783319934,0.05784716516023007,0.13417939057439354,0.5275,0.1751048951048951,0.006799417192812045,0.0,0.008615384615384617,0.07366189719130896,0.03612385321100918
Telur Ceplok,Telur,0.0,besar,0.13677811550151975,0.10895846249225048,0.034517110000349537,0.10057518488085455,0.19294070989490386,0.525,0.17538461538461536,0.004856726566294318,0.0,0.005846153846153846,0.0498145204027557,0.0389908256880734
Telur Dadar,Telur,0.0,besar,0.13829787234042554,0.11345319280843151,0.03588031738264182,0.10509449465899753,0.2012029876396325,0.5425,0.18125874125874128,0.005099562894609034,0.0,0.006153846153846155,0.05193428722840488,0.040137614678899085
Telur Dadar atau Telur Orak-Arik dengan Sayuran,Telur,0.0,besar,0.1580547112462006,0.11360818350898948,0.03790765143835856,0.10468364831553,0.19333729922665083,0.54,0.20195804195804196,0.02889752306945119,0.0036144578313253013,0.02861538461538462,0.1483836777954425,0.06708715596330275
Telur Dadar atau Telur Orak-Arik dengan Sosis,Telur,0.0,sedang,0.2720364741641338,0.22086174829510233,0.07565800971722184,0.18570254724732949,0.3969198228567652,0.5375,0.31132867132867137,0.015662943176299175,0.0,0.020153846153846154,0.17064122946475888,0.09231651376146789
Telur Goreng,Telur,0.0,besar,0.13221884498480244,0.1046187228766274,0.03285679331678842,0.09975349219391948,0.18203450327186202,0.525,0.17454545454545456,0.0052209810587663915,0.0,0.005846153846153846,0.12612612612612614,0.038417431192660556
Telur Goreng tanpa Lemak,Telur,0.0,besar,0.10790273556231003,0.07625542467451954,0.0268621762382467,0.05562859490550535,0.12492563950029745,0.525,0.17454545454545456,0.004613890237979602,0.0,0.005846153846153846,0.11817700052994172,0.03784403669724771
Telur Rebus Lunak,Telur,0.0,sedang,0.10030395136778116,0.07191568505889648,0.025027089377468625,0.05094494658997535,0.11811752263864103,0.465,0.1541258741258741,0.0059494900437105395,0.0,0.007538461538461539,0.06465288818229994,0.03153669724770643
Acar,Sayur,0.0,sedang,0.01519756838905775,0.001704897706137632,0.000541787549372575,0.004108463434675432,0.0001321964439156587,0.0,0.011188811188811189,0.03254006799417193,0.00963855421686747,0.035076923076923075,0.4414414414414415,0.04300458715596331
Acar Mentimun Manis,Sayur,1.0,gram (g),0.17477203647416414,0.003874767513949164,0.001153483169631934,0.008709942481511914,0.0002643928878313174,0.0,0.010349650349650349,0.3862311801845556,0.013253012048192772,0.2250769230769231,0.4976152623211447,0.01834862385321101
Acar Mentimun Asam,Sayur,1.0,gram (g),0.013677811550151974,0.0029448233106013646,0.0009088049215281903,0.006737880032867708,0.00019829466587348803,0.0,0.009230769230769232,0.027440505099562893,0.014457831325301205,0.016307692307692308,0.640169581346052,0.013188073394495414
Bawang,Sayur,1.0,gram (g),0.060790273556231,0.0010849349039057658,0.00045440246076409514,0.005094494658997535,0.0015202591050300748,0.0,0.025734265734265734,0.12275376396308887,0.016867469879518072,0.06584615384615386,0.001589825119236884,0.08256880733944955
Bawang Merah,Sayur,1.0,gram (g),0.060790273556231,0.0010849349039057658,0.00045440246076409514,0.005094494658997535,0.0015202591050300748,0.0,0.025734265734265734,0.12275376396308887,0.016867469879518072,0.06584615384615386,0.001589825119236884,0.08256880733944955
Daun Bawang (Loncang),Sayur,1.0,gram (g),0.04559270516717325,0.0027898326100433976,0.000559264567094271,0.006080525883319639,0.0017846519928613922,0.0,0.05118881118881119,0.08912093249150073,0.03132530120481928,0.03584615384615385,0.008479067302596715,0.15825688073394495
Bawang Hijau Muda,Sayur,1.0,gram (g),0.04559270516717325,0.0027898326100433976,0.000559264567094271,0.006080525883319639,0.0017846519928613922,0.0,0.05118881118881119,0.08912093249150073,0.03132530120481928,0.03584615384615385,0.008479067302596715,0.15825688073394495
Bawang Putih,Sayur,0.0,siung,0.00303951367781155,0.00015499070055796654,5.2431053165087906e-05,0.0005751848808545604,0.0,0.0,0.005314685314685315,0.012020398251578437,0.0012048192771084338,0.00046153846153846153,0.0005299417064122947,0.006880733944954129
Bawang Putih Cincang,Sayur,0.0,sdt,0.004559270516717326,0.0003099814011159331,6.990807088678388e-05,0.0007395234182415776,0.0,0.0,0.006993006993006993,0.01602719766877125,0.0012048192771084338,0.0006153846153846154,0.0005299417064122947,0.009174311926605505
Bawang Putih Dimasak,Sayur,0.0,siung,0.0015197568389057749,0.0,3.495403544339194e-05,0.0004108463434675432,0.0,0.0,0.0036363636363636364,0.008013598834385625,0.0,0.0003076923076923077,0.0,0.0045871559633027525
Bawang Putih Bubuk,Sayur,0.0,sdt,0.010638297872340425,0.00015499070055796654,6.990807088678388e-05,0.0009038619556285949,0.0,0.0,0.013146853146853146,0.02476930548810102,0.0036144578313253013,0.010461538461538463,0.0005299417064122947,0.017775229357798166
Bayam,Sayur,1.0,gram (g),0.031914893617021274,0.005889646621202729,0.001101052116466846,0.013557929334428924,0.0006609822195782934,0.0,0.08,0.044074793589120934,0.026506024096385545,0.006461538461538461,0.04186539480657128,0.31995412844036697
"Bayam (Cincang atau Daun, Beku)",Sayur,1.0,gram (g),0.044072948328267476,0.011469311841289524,0.005103289174735222,0.013640098603122434,0.0,0.0,0.11020979020979021,0.05257406508013599,0.03734939759036145,0.013384615384615385,0.0392156862745098,0.21330275229357798
Bayam Bayi/Kecil,Sayur,0.0,mangkok,0.007598784194528875,0.001704897706137632,0.0003320633367122234,0.004108463434675432,0.00019829466587348803,0.0,0.024055944055944054,0.013234579893152017,0.008433734939759036,0.002,0.012718600953895072,0.09575688073394496
"Bayam (Kering Padat, Kaleng)",Sayur,0.0,mangkok,0.07142857142857142,0.016429014259144455,0.0030235240658534022,0.03672966310599836,0.00198294665873488,0.0,0.1681118881118881,0.08839242350655659,0.06144578313253012,0.013230769230769232,0.030736618971913092,0.4243119266055046
Bayam Dimasak (dari Segar),Sayur,1.0,gram (g),0.057750759878419454,0.03471791692498451,0.007252962354503826,0.05661462612982744,0.06272721263798005,0.0,0.08055944055944056,0.044681884409907724,0.027710843373493974,0.006461538461538461,0.151033386327504,0.2591743119266055
Brokoli,Sayur,1.0,gram (g),0.0486322188449848,0.005579665220086795,0.0006816036911461427,0.0031224322103533277,0.0007270804415361227,0.0,0.07888111888111887,0.08062166100048568,0.03132530120481928,0.026153846153846156,0.017488076311605726,0.18119266055045874
Brokoli Dimasak (Lemak tidak Ditambahkan dalam Masakan),Sayur,1.0,gram (g),0.05015197568389058,0.006199628022318661,0.0013806844000139814,0.013886606409202959,0.0026439288783131737,0.0,0.0662937062937063,0.08669256920835357,0.03975903614457831,0.02123076923076923,0.14732379438261792,0.16685779816513763
Brokoli Cina (Dimasak),Sayur,1.0,gram (g),0.0303951367781155,0.011004339739615624,0.0019224719493865564,0.027115858668857847,0.0033049110978914673,0.0,0.031888111888111886,0.046260320543953376,0.030120481927710843,0.012923076923076923,0.0037095919448860626,0.1496559633027523
"Brokoli (Tusuk, Beku)",Sayur,1.0,gram (g),0.041033434650455926,0.005114693118412896,0.0009088049215281903,0.013311421528348398,0.0015863573269879042,0.0,0.08559440559440559,0.0649587178241865,0.03614457831325302,0.022615384615384617,0.009009009009009009,0.143348623853211
Daun Bawang,Sayur,1.0,gram (g),0.08966565349544073,0.00449473031618103,0.0006990807088678387,0.013640098603122434,0.0002643928878313174,0.0,0.04195804195804196,0.17180670228266148,0.02168674698795181,0.060000000000000005,0.010598834128245894,0.10321100917431193
Bawang Bombay Dimasak,Sayur,1.0,gram (g),0.1398176291793313,0.06184128952262865,0.012845608025446537,0.10279375513557928,0.11580408487011701,0.0,0.04223776223776224,0.17289946576007773,0.02168674698795181,0.060000000000000005,0.1494435612082671,0.09346330275229359
Jagung,Sayur,1.0,gram (g),0.1276595744680851,0.018133911965282083,0.0031808172253486662,0.04593262119967133,0.02293608301936678,0.0,0.09006993006993008,0.2309373482272948,0.032530120481927716,0.049538461538461545,0.007949125596184421,0.1548165137614679
Jagung Manis Kuning,Sayur,1.0,gram (g),0.1276595744680851,0.018133911965282083,0.0031808172253486662,0.04593262119967133,0.02293608301936678,0.0,0.09006993006993008,0.2309373482272948,0.032530120481927716,0.049538461538461545,0.007949125596184421,0.1548165137614679
Jagung Kecil/Tunas Jagung,Sayur,1.0,gram (g),0.12006079027355623,0.015344079355238687,0.002691460729141179,0.03870172555464256,0.019300680811686167,0.0,0.0732867132867133,0.22571636716852841,0.024096385542168676,0.05384615384615385,0.11340752517223106,0.1118119266055046
"Jagung Manis Kuning (Kernel Utuh, Padat Dikeringkan, Kalengan)",Sayur,1.0,gram (g),0.12006079027355623,0.015344079355238687,0.002691460729141179,0.03870172555464256,0.019300680811686167,0.0,0.0732867132867133,0.22571636716852841,0.024096385542168676,0.05384615384615385,0.11340752517223106,0.1118119266055046
Jamur,Sayur,1.0,gram (g),0.0303951367781155,0.005114693118412896,0.0008738508860847984,0.013147082990961382,0.0,0.0,0.08643356643356644,0.0398251578436134,0.012048192771084338,0.025384615384615384,0.0026497085320614736,0.18233944954128442
"Jamur (Kering Padat, Kaleng)",Sayur,1.0,gram (g),0.034954407294832825,0.0043397396156230625,0.0006641266734244468,0.009285127362366476,0.0003304911097891467,0.0,0.05230769230769231,0.06180184555609519,0.02891566265060241,0.03384615384615385,0.22522522522522523,0.07396788990825688
Potongan-Potongan Jamur dan Batang,Sayur,0.0,mangkok,0.019756838905775075,0.0035647861128332305,0.000611695620259359,0.009202958093672966,0.0,0.0,0.060419580419580426,0.027926177756192324,0.008433734939759036,0.017846153846153845,0.0021197668256491787,0.12786697247706422
Jamur Portabella,Sayur,1.0,gram (g),0.0364741641337386,0.0029448233106013646,0.00045440246076409514,0.006409202958093673,0.00019829466587348803,0.0,0.06993006993006994,0.06155900922778048,0.01807228915662651,0.027692307692307693,0.003179650238473768,0.2775229357798165
Jamur Tiram,Sayur,1.0,gram (g),0.05015197568389058,0.006664600123992562,0.00034954035443391935,0.0032867707477403454,0.0006609822195782934,0.0,0.09342657342657343,0.07807187955318115,0.02891566265060241,0.01707692307692308,0.009538950715421305,0.2408256880733945
Kacang Hijau,Sayur,1.0,gram (g),0.12006079027355623,0.006044637321760696,0.0012408682582404137,0.015365653245686114,0.002313437768524027,0.0,0.1516083916083916,0.1755706653715396,0.06144578313253012,0.08723076923076924,0.0026497085320614736,0.13990825688073394
Kacang Polong,Sayur,1.0,gram (g),0.060790273556231,0.0029448233106013646,0.0006816036911461427,0.007313064913722267,0.0013880626611144163,0.0,0.07832167832167831,0.09167071393880524,0.03132530120481928,0.06153846153846154,0.0021197668256491787,0.11467889908256881
Kacang Hijau (Beku),Sayur,0.010101010101010102,mangkok,0.08054711246200608,0.00402975821450713,0.0008388968506414065,0.010353327855382087,0.0015863573269879042,0.0,0.1048951048951049,0.11983972802331228,0.03614457831325302,0.05953846153846154,0.04292527821939587,0.06135321100917432
Kacang Hijau Dimasak (Kalengan),Sayur,0.0,mangkok,0.22492401215805471,0.0666460012399256,0.01399909119507847,0.11216105176663928,0.11924119241192414,0.0,0.2109090909090909,0.26117047110247693,0.08433734939759037,0.10907692307692309,0.24377318494965555,0.16972477064220184
Kembang Kol,Sayur,1.0,gram (g),0.034954407294832825,0.001394916305021699,0.000559264567094271,0.008134757600657355,0.0009253751074096108,0.0,0.055384615384615386,0.0643516270033997,0.030120481927710843,0.036923076923076927,0.015898251192368842,0.17373853211009174
Kembang Kol (Beku),Sayur,0.010101010101010102,"mangkok  (potongan 2,5 cm)",0.02127659574468085,0.002634841909485431,0.0004718794784857911,0.006902218570254725,0.0008592768854517814,0.0,0.037202797202797205,0.037518212724623606,0.01807228915662651,0.022615384615384617,0.008479067302596715,0.0728211009174312
Kembang Kol Dimasak (Lemak tidak Ditambahkan dalam Masakan),Sayur,1.0,gram (g),0.0303951367781155,0.005579665220086795,0.0010136670278583662,0.014708299096138045,0.0017185537709035628,0.0,0.04895104895104895,0.04808159300631375,0.032530120481927716,0.019692307692307693,0.1505034446210917,0.08027522935779817
"Kembang Kol Dimasak (dari Beku, Lemak tidak Ditambahkan dalam Masakan)",Sayur,0.0,mangkok,0.0486322188449848,0.006044637321760696,0.001048621063301758,0.015119145439605587,0.0017846519928613922,0.0,0.08055944055944056,0.08147158814958717,0.05903614457831326,0.028769230769230773,0.21356650768415475,0.14220183486238533
"Kembang Kol Dimasak (dari Segar, Lemak tidak Ditambahkan dalam Masakan)",Sayur,1.0,gram (g),0.031914893617021274,0.006819590824550528,0.001205914222797022,0.017666392769104356,0.002115143102650539,0.0,0.05118881118881119,0.04953861097620204,0.032530120481927716,0.021538461538461538,0.16587175410704824,0.08084862385321101
Kentang Putih (Daging dan Kulit),Sayur,1.0,gram (g),0.1033434650455927,0.001394916305021699,0.00045440246076409514,0.0034511092851273626,0.0001321964439156587,0.0,0.04699300699300699,0.19074793589120934,0.02891566265060241,0.01769230769230769,0.003179650238473768,0.23337155963302753
"Kentang Putih (Daging dan Kulit, Dipanggang)",Sayur,1.0,gram (g),0.1398176291793313,0.0021698698078115317,0.00038449438987731124,0.0030402629416598193,0.0001321964439156587,0.0,0.058741258741258746,0.25594949004371054,0.025301204819277112,0.02353846153846154,0.0037095919448860626,0.3119266055045872
Kentang Tumbuk,Sayur,1.0,gram (g),0.14893617021276595,0.05471171729696219,0.013824321017861511,0.08036154478225144,0.10423689602749688,0.0025,0.05034965034965035,0.1908693540553667,0.01566265060240964,0.02123076923076923,0.12241653418124007,0.14908256880733944
Kentang Panggang,Sayur,1.0,gram (g),0.22340425531914893,0.10833849969001862,0.01572931594952637,0.2828266228430567,0.15394275893978454,0.0,0.06489510489510489,0.24356483729966003,0.030120481927710843,0.013846153846153847,0.05352411234764176,0.2769495412844037
"Kentang (Daging, dengan Garam, Direbus)",Sayur,1.0,gram (g),0.12917933130699089,0.001394916305021699,0.00045440246076409514,0.0035332785538208706,0.0001321964439156587,0.0,0.05230769230769231,0.24441476444876153,0.024096385542168676,0.013384615384615385,0.12718600953895073,0.2173165137614679
Kentang Panggang (Kulit Dimakan),Sayur,1.0,gram (g),0.16261398176291794,0.033942963422194675,0.007392778496277394,0.054560394412489735,0.06490845396258842,0.0,0.06797202797202798,0.24927149101505588,0.025301204819277112,0.017538461538461537,0.12453630100688926,0.29759174311926606
Kentang Panggang (Kulit tidak Dimakan),Sayur,1.0,gram (g),0.13677811550151975,0.001394916305021699,0.00045440246076409514,0.0035332785538208706,0.0001321964439156587,0.0,0.05454545454545454,0.25971345313258865,0.01807228915662651,0.026000000000000002,0.15209326974032858,0.22247706422018348
Kentang Panggang Diisi dengan Krim Asam (Kulit Dimakan),Sayur,0.0,sedang,0.4772036474164134,0.2478301301921885,0.14427278129260024,0.13459326211996714,0.34648687950294144,0.065,0.17174825174825173,0.4748664400194269,0.04578313253012048,0.032615384615384616,0.2390037095919449,0.5779816513761469
Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan),Sayur,0.0,sedang,0.48632218844984804,0.21249225046497214,0.10211821454786954,0.14823336072308957,0.3287064577962853,0.075,0.33174825174825173,0.47255949490043714,0.04578313253012048,0.06353846153846154,0.4896661367249603,0.5986238532110092
Kentang Panggang Diisi dengan Keju (Kulit Dimakan),Sayur,0.0,sedang,0.4346504559270517,0.17172969621822692,0.08707050228948932,0.12382908792111749,0.251768127437372,0.0575,0.2668531468531468,0.4723166585721224,0.04457831325301205,0.06369230769230769,0.4122946475887653,0.5779816513761469
Kentang Tumbuk (dari Kentang Segar),Sayur,1.0,gram (g),0.182370820668693,0.10771853688778675,0.02787584326610507,0.15480690221857024,0.20622645250842755,0.0075,0.05902097902097902,0.1605148130160272,0.012048192771084338,0.03446153846153847,0.20773714891361952,0.13761467889908258
Kentang Tumbuk (dari Kentang Kering),Sayur,1.0,gram (g),0.15653495440729484,0.08601983880967143,0.022265720577440664,0.123746918652424,0.16451847445303722,0.005,0.0565034965034965,0.1483729966002914,0.010843373493975905,0.028769230769230773,0.17276099629040806,0.10665137614678899
